order_id,uid,remaining,last_study,idle,is_frozen,tag,reason,month
713822100506880,3292277957,10,2026-07-27 17:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
688522298134786,3292323632,10,2026-07-29 16:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
699007989725444,3292346056,10,2026-07-28 19:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
746220022475010,3292395902,7,2026-07-28 19:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
683243875166464,3292437494,10,2026-07-28 18:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
718153957939458,3292455355,12,2026-07-28 21:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
727991849328898,3292965385,14,2026-07-27 21:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
688216213915908,3293145886,10,2026-07-26 18:30:00,5.0,0,Normal,"1-14, idle<=90",2026-08
686039608353024,3293226669,10,2026-07-27 21:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
735103501672712,3293428054,8,2026-07-24 11:30:00,7.0,0,Normal,"1-14, idle<=90",2026-08
696133593745664,3293508898,7,2026-07-27 21:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
696133722165508,3293529486,12,2026-07-29 19:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
688198652356866,3293570327,11,2026-07-17 21:30:00,14.0,1,Frozen,"1-14, idle<=90",2026-08
692801777645824,3293651939,14,2026-07-27 21:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
724136366461188,3293700843,8,2026-07-29 21:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
722676631001346,3293757013,10,2026-07-28 20:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
740007764234498,3294030668,10,2026-07-28 17:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
732598660286722,3294105299,11,2026-07-27 22:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
698996409483522,3294107646,9,2026-07-28 19:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
689763238330626,3294146056,13,2026-07-27 21:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
708907468185860,3294202481,9,2026-07-24 21:00:00,7.0,0,Normal,"1-14, idle<=90",2026-08
690816567175428,3294244282,6,2026-07-27 22:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
692089391563010,3294381596,11,2026-07-29 21:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
689283035494656,3294452420,14,2026-07-28 22:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
711731359418628,3294453270,9,2026-07-29 21:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
731520142168326,3294644281,11,2026-07-28 18:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
745907658488066,3294662593,9,2026-07-29 21:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
690020354380034,3294662896,8,2026-07-25 19:30:00,6.0,0,Normal,"1-14, idle<=90",2026-08
751900664367366,3294725757,14,2026-07-27 21:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
705426717495554,3294841446,7,2026-07-29 18:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
726938776058118,3294875094,9,2026-07-25 08:00:00,6.0,0,Normal,"1-14, idle<=90",2026-08
738249071200520,3294875605,14,2026-07-25 21:00:00,6.0,0,Normal,"1-14, idle<=90",2026-08
727878735864072,3294876659,6,2026-07-28 19:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
737012742721794,3294939178,7,2026-07-27 22:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
692128473286916,3294999547,8,2026-07-24 17:00:00,7.0,0,Normal,"1-14, idle<=90",2026-08
691056458359040,3295025923,11,2026-07-27 23:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
692075425659140,3295185782,12,2026-07-28 21:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
691700918878464,3295249139,13,2026-07-26 08:00:00,5.0,0,Normal,"1-14, idle<=90",2026-08
729408551164168,3295331438,9,2026-07-27 19:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
723939914043648,3295339578,10,2026-07-25 20:30:00,6.0,0,Normal,"1-14, idle<=90",2026-08
726793061116162,3295430097,9,2026-07-28 21:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
693128691501312,3295514247,13,2026-07-24 21:00:00,7.0,0,Normal,"1-14, idle<=90",2026-08
715238705303810,3295641166,7,2026-07-29 21:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
693647219114240,3295666346,12,2026-07-28 17:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
693335493675266,3295720097,14,2026-07-28 18:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
700725217329410,3295720178,13,2026-07-25 20:00:00,6.0,0,Normal,"1-14, idle<=90",2026-08
721707101763840,3295732481,7,2026-07-29 20:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
693302125269250,3295795041,12,2026-07-23 16:30:00,8.0,0,Normal,"1-14, idle<=90",2026-08
694405121675524,3295818728,4,2026-07-29 22:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
693705659070720,3295889766,9,2026-07-28 17:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
724854160761090,3295900399,14,2026-07-27 22:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
720388146114818,3295975415,6,2026-07-29 21:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
716168814459140,3296041392,14,2026-07-17 21:00:00,14.0,0,Normal,"1-14, idle<=90",2026-08
694413607270658,3296064115,12,2026-07-28 21:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
693866462134530,3296088928,10,2026-07-23 13:00:00,8.0,0,Normal,"1-14, idle<=90",2026-08
694588946788612,3296115635,7,2026-07-26 21:00:00,5.0,0,Normal,"1-14, idle<=90",2026-08
694714712664320,3296115853,9,2026-07-29 21:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
732125177358594,3296156065,10,2026-07-29 11:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
694576282075392,3296272198,9,2026-07-24 21:30:00,7.0,0,Normal,"1-14, idle<=90",2026-08
748528541128962,3296300077,11,2026-07-29 22:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
695663303272708,3296300610,6,2026-07-25 18:30:00,6.0,0,Normal,"1-14, idle<=90",2026-08
695286574686466,3296356426,9,2026-07-26 08:30:00,5.0,0,Normal,"1-14, idle<=90",2026-08
721265302003968,3296377323,10,2026-07-28 17:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
731965382691078,3296510673,10,2026-07-28 19:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
725915385979144,3296521225,7,2026-07-29 19:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
720241552263424,3296558969,11,2026-07-27 20:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
696477114736896,3296689658,7,2026-07-25 18:00:00,6.0,0,Normal,"1-14, idle<=90",2026-08
696706335228160,3296696253,11,2026-07-26 11:00:00,5.0,0,Normal,"1-14, idle<=90",2026-08
696175371835648,3296703179,11,2026-07-28 15:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
716655596658946,3296890246,11,2026-07-28 21:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
711555354587392,3296899272,11,2026-07-29 16:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
699208698708224,3296926374,9,2026-07-29 20:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
697409599795460,3296976544,11,2026-07-29 21:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
727837745389826,3297052678,11,2026-07-27 16:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
729126721947910,3297061967,10,2026-07-29 21:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
697935296254212,3297066021,12,2026-07-27 19:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
724121449394432,3297088185,10,2026-07-23 21:30:00,8.0,1,Frozen,"1-14, idle<=90",2026-08
